anon_learner_id,course_title,domain,category,level,course_length_hours,certification_type,completion_rate_percent,score_obtained_percent,duration_spent_hours,lms_source,course_start,course_end
7cb7dcc0ac6d,User Experience Design,Statistics,Certification,Intermediate,9.85,None,17.25,89.85,1.44,Canvas,2023-07-01,2023-07-01
fdb6bca21065,Statistics for Research,Education,Seminar,Intermediate,3.37,Certificate of Completion,74.93,78.53,2.02,Open edX,2026-04-06,2026-04-06
c78cb7e8af91,Project Management Essentials,Data Science,Certification,Advanced,2.68,Certificate of Completion,22.68,57.4,0.75,Open edX,2024-12-29,2024-12-29
489567ad9945,Machine Learning Fundamentals,Business,Certification,Advanced,9.07,Professional Certificate,86.4,65.86,5.87,Moodle,2027-11-27,2027-11-27
3355ba4fabe6,Statistics for Research,Statistics,Core,Beginner,12.45,None,24.74,78.89,2.16,Chamilo,2025-04-26,2025-04-26
7f616a654800,Pedagogy in Digital Learning,Business,Elective,Advanced,4.58,Certificate of Completion,27.61,61.79,1.26,Canvas,2024-03-03,2024-03-03
79a9ea65f244,Instructional Design Principles,Statistics,Core,Intermediate,3.42,None,69.43,72.99,2.48,Moodle,2024-09-05,2024-09-05
2f90f2863515,User Experience Design,Security,Elective,Beginner,1.21,Certificate of Completion,55.08,60.67,0.49,Sakai,2023-01-06,2023-01-06
2f3406aca543,Cybersecurity Basics,Statistics,Elective,Intermediate,4.49,Professional Certificate,66.47,58.36,2.85,Totara,2023-06-03,2023-06-03
d18694ed95f9,Web Development Bootcamp,Design,Core,Advanced,1.08,Certificate of Completion,78.58,100.0,0.75,Canvas,2023-05-08,2023-05-08
8e4581fb3db6,Machine Learning Fundamentals,Computer Science,Core,Beginner,5.68,Certificate of Completion,68.7,77.1,3.59,Canvas,2023-04-30,2023-04-30
25c5b08d25fd,Advanced Python Programming,Business,Core,Intermediate,6.49,None,74.95,77.34,4.28,Brightspace,2023-10-09,2023-10-09
180c135abbf6,Introduction to Data Science,Education,Core,Advanced,8.8,None,54.18,74.44,3.93,Moodle,2023-02-06,2023-02-06
4f8d14b49069,Web Development Bootcamp,Statistics,Core,Expert,9.24,Professional Certificate,59.98,53.69,6.2,Sakai,2023-03-20,2023-03-20
dcccc5d46366,Cloud Computing Fundamentals,Security,Elective,Beginner,9.62,Certificate of Completion,81.43,100.0,9.82,Canvas,2023-04-25,2023-04-25
bcc2d1c642c4,Machine Learning Fundamentals,Education,Elective,Beginner,11.72,Badge,76.63,80.72,7.83,Chamilo,2023-11-09,2023-11-09
c92899b8c75e,Database Design,Design,Core,Expert,6.56,Certificate of Completion,65.83,100.0,3.3,Open edX,2024-10-28,2024-10-28
65b3e5792e63,Cloud Computing Fundamentals,Data Science,Certification,Intermediate,6.77,Professional Certificate,92.31,65.05,5.73,Chamilo,2026-05-20,2026-05-20
a11ff58276d5,Project Management Essentials,Security,Core,Beginner,11.06,None,77.14,84.86,9.01,Chamilo,2023-01-18,2023-01-18
3e7a177f0b81,Web Development Bootcamp,Security,Core,Expert,11.12,Certificate of Completion,85.8,70.55,9.4,Blackboard,2024-07-27,2024-07-27
aa7d11b92273,Introduction to Data Science,Data Science,Elective,Advanced,4.02,None,23.56,61.62,1.01,Blackboard,2023-08-13,2023-08-13
98015c376d63,User Experience Design,Statistics,Elective,Intermediate,17.08,Badge,40.83,86.29,8.45,Open edX,2025-04-15,2025-04-15
452537f99034,Educational Psychology,Computer Science,Certification,Intermediate,8.0,Certificate of Completion,22.41,100.0,2.01,Totara,2023-01-15,2023-01-15
9ae7a3c8a3c1,Cybersecurity Basics,Business,Core,Beginner,8.59,None,67.07,72.52,5.49,Canvas,2026-08-21,2026-08-21
f467d1c61d9b,Statistics for Research,Cloud,Core,Intermediate,6.37,None,46.45,94.66,3.28,Totara,2024-03-06,2024-03-06
ee94064a6029,Instructional Design Principles,Data Science,Certification,Intermediate,4.08,None,12.44,75.72,0.64,Sakai,2023-07-19,2023-07-19
417bbc60d841,Cybersecurity Basics,Data Science,Core,Intermediate,4.76,None,39.62,98.71,1.63,Chamilo,2023-03-03,2023-03-03
88b9e9f0f675,Statistics for Research,Data Science,Workshop,Intermediate,4.21,Certificate of Completion,58.94,44.67,2.37,Moodle,2026-11-14,2026-11-14
6b0743f1226e,Introduction to Data Science,Data Science,Certification,Advanced,8.63,None,33.16,58.5,2.51,Canvas,2023-05-30,2023-05-30
bfb3cd906e73,Pedagogy in Digital Learning,Data Science,Elective,Intermediate,7.14,Certificate of Completion,23.44,51.15,1.9,Open edX,2023-09-02,2023-09-02
d26f4b5c0f99,Introduction to Data Science,Education,Elective,Advanced,7.54,Professional Certificate,79.15,100.0,5.12,Totara,2023-08-04,2023-08-04
95b6c1a3faf4,Cloud Computing Fundamentals,Business,Core,Advanced,4.25,Certificate of Completion,41.81,81.16,1.96,Brightspace,2024-02-07,2024-02-07
da85d1bdd4bd,Educational Psychology,Security,Seminar,Beginner,4.49,None,92.27,75.46,4.28,Canvas,2024-01-26,2024-01-26
27aaa0da6acf,Pedagogy in Digital Learning,Cloud,Core,Beginner,7.6,Certificate of Completion,93.16,74.82,5.81,Blackboard,2024-12-16,2024-12-16
7dc1f3f35564,Advanced Python Programming,Computer Science,Core,Intermediate,8.49,Certificate of Completion,83.35,97.49,5.32,Moodle,2023-04-03,2023-04-03
e8f2d624f305,Project Management Essentials,Security,Workshop,Intermediate,4.23,Professional Certificate,65.37,78.2,2.93,Chamilo,2023-10-20,2023-10-20
471dd6848037,Database Design,Education,Certification,Beginner,18.58,None,40.69,54.11,6.68,Moodle,2023-08-13,2023-08-13
5917de709dab,Advanced Python Programming,Education,Certification,Beginner,4.18,Certificate of Completion,59.37,92.48,2.59,Open edX,2024-04-22,2024-04-22
87056153c888,Instructional Design Principles,Business,Elective,Intermediate,26.35,None,87.65,83.47,18.56,Open edX,2023-12-26,2023-12-27
64467d844593,Database Design,Computer Science,Core,Intermediate,8.11,Certificate of Completion,82.11,64.94,6.69,Moodle,2023-11-04,2023-11-04
ce1263b59613,Pedagogy in Digital Learning,Design,Core,Beginner,8.74,None,50.83,67.39,4.33,Sakai,2023-04-14,2023-04-14
81f8298244ac,Cybersecurity Basics,Business,Elective,Beginner,2.06,None,38.93,97.87,0.86,Brightspace,2025-12-03,2025-12-03
5346467f80b9,Machine Learning Fundamentals,Computer Science,Core,Advanced,4.25,Certificate of Completion,48.74,94.52,1.9,Brightspace,2023-01-04,2023-01-04
1fe0d3d5e649,Statistics for Research,Data Science,Core,Intermediate,2.48,Certificate of Completion,40.54,77.76,0.97,Sakai,2023-04-16,2023-04-16
3b2ed210da6a,Project Management Essentials,Cloud,Core,Beginner,4.94,Certificate of Completion,79.83,80.14,3.26,Totara,2023-02-27,2023-02-27
43180aa45b9d,Project Management Essentials,Design,Core,Beginner,15.54,Certificate of Completion,60.28,63.49,8.72,Chamilo,2027-01-10,2027-01-10
fbca1b043292,Pedagogy in Digital Learning,Education,Certification,Beginner,4.0,None,27.42,77.49,1.17,Totara,2023-01-28,2023-01-28
45833cb3c0fc,Statistics for Research,Education,Certification,Beginner,5.98,Certificate of Completion,33.67,76.6,2.54,Moodle,2023-05-24,2023-05-24
9904a0c22504,Statistics for Research,Education,Core,Expert,4.1,None,35.2,77.97,1.55,Brightspace,2023-09-21,2023-09-21
814520330fe6,Statistics for Research,Computer Science,Core,Beginner,1.83,Professional Certificate,61.15,69.07,1.24,Canvas,2023-04-12,2023-04-12
48dfa3773a7c,Instructional Design Principles,Cloud,Elective,Beginner,15.14,Certificate of Completion,89.66,81.79,17.2,Blackboard,2023-01-10,2023-01-10
11beca3b862f,Database Design,Cloud,Core,Intermediate,2.81,None,54.83,61.17,1.83,Moodle,2025-02-11,2025-02-11
64ecccbdfa7f,Instructional Design Principles,Education,Core,Beginner,12.19,Certificate of Completion,3.65,,0.48,Totara,2027-10-31,2027-10-31
22400a23b550,Machine Learning Fundamentals,Security,Elective,Advanced,12.34,Certificate of Completion,86.05,60.55,12.74,Brightspace,2023-02-05,2023-02-05
3bf3d87af121,Pedagogy in Digital Learning,Cloud,Core,Intermediate,10.3,None,53.77,58.24,7.19,Blackboard,2024-06-22,2024-06-22
317ffe0e3164,Pedagogy in Digital Learning,Cloud,Elective,Expert,26.29,Certificate of Completion,82.27,84.18,23.85,Sakai,2023-09-30,2023-10-01
d20b0266ceb6,Pedagogy in Digital Learning,Data Science,Core,Intermediate,5.23,None,67.04,87.53,4.53,Moodle,2023-10-24,2023-10-24
2b2213cc510c,Educational Psychology,Security,Seminar,Beginner,2.45,Diploma,41.83,100.0,0.97,Open edX,2023-04-11,2023-04-11
da2bee3c9fdf,Educational Psychology,Computer Science,Seminar,Intermediate,7.66,Certificate of Completion,76.51,52.63,5.69,Totara,2025-07-14,2025-07-14
665c985726b0,Database Design,Cloud,Elective,Advanced,1.77,None,68.56,75.13,1.51,Moodle,2028-05-29,2028-05-29
a10f8abe5ad4,Cloud Computing Fundamentals,Design,Core,Intermediate,12.3,Certificate of Completion,43.05,45.46,4.78,Open edX,2024-01-20,2024-01-20
a9923a0a355c,Introduction to Data Science,Computer Science,Certification,Beginner,5.58,Diploma,22.77,62.29,1.34,Canvas,2023-03-12,2023-03-12
6b74111c8d82,Web Development Bootcamp,Computer Science,Elective,Intermediate,2.63,Certificate of Completion,43.21,86.89,1.11,Chamilo,2024-05-28,2024-05-28
8b4a356facfa,Introduction to Data Science,Cloud,Elective,Beginner,1.68,None,47.79,55.09,0.83,Totara,2023-03-24,2023-03-24
f75b176c11b2,Educational Psychology,Business,Core,Advanced,5.82,None,67.57,64.15,2.99,Totara,2023-02-22,2023-02-22
7686f4feba8f,Advanced Python Programming,Business,Elective,Intermediate,17.45,Badge,80.54,90.97,11.75,Sakai,2025-03-15,2025-03-15
06a97676d303,Database Design,Design,Elective,Expert,1.07,None,81.28,74.64,1.07,Canvas,2023-04-27,2023-04-27
325072dbfc65,Database Design,Security,Certification,Advanced,4.27,Badge,11.11,76.31,0.43,Totara,2025-09-24,2025-09-24
0604ec815ac6,Cybersecurity Basics,Cloud,Certification,Intermediate,9.31,None,66.84,77.97,6.81,Brightspace,2024-06-24,2024-06-24
0d89a1eec568,Web Development Bootcamp,Business,Certification,Beginner,6.37,Certificate of Completion,57.41,62.77,3.82,Canvas,2023-05-11,2023-05-11
f91f6fb3b105,Pedagogy in Digital Learning,Statistics,Elective,Beginner,9.59,Certificate of Completion,14.14,90.36,1.62,Moodle,2023-04-04,2023-04-04
93a2b2ab034e,Web Development Bootcamp,Cloud,Core,Intermediate,5.37,Certificate of Completion,44.64,56.72,2.78,Open edX,2023-06-13,2023-06-13
14a05daa3f42,Instructional Design Principles,Cloud,Certification,Beginner,12.86,Certificate of Completion,65.73,59.49,9.2,Brightspace,2024-05-13,2024-05-13
8e5aa5128e8f,Machine Learning Fundamentals,Security,Seminar,Intermediate,4.3,Certificate of Completion,71.38,64.07,3.15,Chamilo,2024-04-19,2024-04-19
c1796dcf4e45,Web Development Bootcamp,Business,Certification,Advanced,8.17,Professional Certificate,51.8,56.06,4.91,Moodle,2024-11-14,2024-11-14
dcef6c2f068a,Machine Learning Fundamentals,Design,Workshop,Intermediate,3.88,None,49.14,90.55,1.76,Blackboard,2024-09-05,2024-09-05
c65884b4d5b8,Cybersecurity Basics,Business,Core,Beginner,6.88,Professional Certificate,63.58,85.65,4.25,Open edX,2023-06-10,2023-06-10
da12af1fd732,Instructional Design Principles,Education,Seminar,Intermediate,1.85,Certificate of Completion,77.18,50.51,1.23,Brightspace,2023-09-11,2023-09-11
43bda0dcecfd,Educational Psychology,Design,Elective,Advanced,1.03,None,46.8,85.31,0.54,Totara,2024-12-16,2024-12-16
4c0eb619aebb,User Experience Design,Statistics,Certification,Intermediate,3.34,Certificate of Completion,52.97,82.7,1.37,Canvas,2025-04-06,2025-04-06
db36ce629629,Database Design,Business,Core,Advanced,2.35,Badge,73.36,66.12,1.43,Moodle,2023-03-06,2023-03-06
73632b85a579,Advanced Python Programming,Statistics,Seminar,Advanced,9.22,None,24.37,79.61,2.76,Moodle,2023-05-28,2023-05-28
cc5799a5a2e1,Machine Learning Fundamentals,Business,Certification,Beginner,8.59,None,40.8,38.53,4.06,Chamilo,2023-05-04,2023-05-04
fa8f7c04f726,Educational Psychology,Computer Science,Seminar,Beginner,7.11,None,55.15,71.21,4.87,Blackboard,2024-10-07,2024-10-07
3f5971ca729e,Educational Psychology,Business,Elective,Intermediate,10.12,None,72.64,51.43,6.47,Brightspace,2025-05-30,2025-05-30
a9415bd46774,Instructional Design Principles,Education,Elective,Beginner,17.71,Certificate of Completion,70.53,70.02,12.36,Chamilo,2024-04-26,2024-04-26
1f3db8929ca1,User Experience Design,Cloud,Workshop,Expert,3.23,Professional Certificate,69.66,68.96,1.67,Open edX,2023-12-17,2023-12-17
b66ed982be82,Advanced Python Programming,Data Science,Seminar,Intermediate,7.04,None,77.32,75.78,5.61,Canvas,2023-09-30,2023-09-30
447230c06c4b,Introduction to Data Science,Data Science,Certification,Beginner,3.99,Certificate of Completion,49.85,93.87,2.25,Sakai,2023-06-27,2023-06-27
74ab11cd5707,Project Management Essentials,Security,Elective,Beginner,5.83,Certificate of Completion,62.32,54.06,3.23,Open edX,2023-09-24,2023-09-24
fdb622ab54b9,Pedagogy in Digital Learning,Education,Core,Advanced,5.02,Certificate of Completion,53.27,100.0,2.01,Brightspace,2025-01-24,2025-01-24
004629ef3fb6,Educational Psychology,Data Science,Core,Beginner,2.49,Certificate of Completion,71.61,57.0,2.01,Chamilo,2023-03-21,2023-03-21
9d3c10a68262,Cloud Computing Fundamentals,Design,Certification,Advanced,12.49,None,6.32,,0.67,Brightspace,2023-10-11,2023-10-11
14e945b9b1d9,Advanced Python Programming,Business,Seminar,Intermediate,20.93,Certificate of Completion,21.83,68.86,5.89,Chamilo,2023-01-08,2023-01-08
eeb0ec6473c8,Statistics for Research,Cloud,Elective,Beginner,14.88,None,7.62,,0.88,Moodle,2027-01-07,2027-01-07
69d7bcd149ba,Educational Psychology,Security,Workshop,Advanced,8.33,Certificate of Completion,46.42,75.71,3.61,Canvas,2023-07-26,2023-07-26
b9878d183df1,Web Development Bootcamp,Education,Core,Intermediate,5.01,Diploma,67.5,100.0,4.0,Chamilo,2023-09-04,2023-09-04
eb0bd9618d6d,Project Management Essentials,Statistics,Certification,Advanced,6.22,Certificate of Completion,19.47,79.79,1.44,Chamilo,2023-01-13,2023-01-13
1ce3a944221c,Project Management Essentials,Statistics,Core,Intermediate,5.98,None,75.31,81.21,4.95,Brightspace,2023-02-16,2023-02-16
8b56692b3b0c,Machine Learning Fundamentals,Computer Science,Workshop,Beginner,6.36,Professional Certificate,28.97,73.6,1.93,Brightspace,2023-04-05,2023-04-05
bd1a0cdfae27,Project Management Essentials,Security,Core,Intermediate,7.16,Certificate of Completion,9.51,,0.75,Brightspace,2023-12-29,2023-12-29
a8135279b0db,Cybersecurity Basics,Cloud,Seminar,Intermediate,8.47,None,41.14,95.4,3.46,Open edX,2023-02-10,2023-02-10
f52162e201fb,Instructional Design Principles,Cloud,Elective,Intermediate,3.44,None,79.32,22.21,3.01,Moodle,2026-09-06,2026-09-06
64dbc7c2dd56,Cloud Computing Fundamentals,Computer Science,Core,Beginner,8.51,None,92.12,83.99,6.28,Chamilo,2023-03-08,2023-03-08
153aa48ce329,Instructional Design Principles,Business,Elective,Advanced,4.27,Professional Certificate,53.66,94.02,2.21,Moodle,2023-02-09,2023-02-09
80960dc7859a,User Experience Design,Security,Elective,Beginner,19.05,Certificate of Completion,48.64,89.21,6.49,Open edX,2023-01-25,2023-01-25
9dd93081f1a8,Machine Learning Fundamentals,Business,Certification,Advanced,5.21,Badge,11.19,100.0,0.71,Canvas,2026-06-09,2026-06-09
8a0c691786be,Cybersecurity Basics,Education,Core,Beginner,4.69,Certificate of Completion,56.61,67.8,2.78,Brightspace,2023-03-02,2023-03-02
75dbc8a12318,Database Design,Education,Core,Beginner,7.39,None,33.71,62.58,3.2,Canvas,2026-02-15,2026-02-15
ce333a84a6df,Machine Learning Fundamentals,Design,Core,Advanced,2.76,Diploma,33.13,70.84,1.17,Open edX,2024-01-18,2024-01-18
249c933d19bf,Cloud Computing Fundamentals,Cloud,Elective,Intermediate,4.48,Certificate of Completion,30.44,94.01,1.02,Open edX,2024-04-15,2024-04-15
3b339c8364dd,Instructional Design Principles,Statistics,Elective,Intermediate,8.4,Certificate of Completion,68.68,92.63,7.3,Brightspace,2023-02-09,2023-02-09
584743a0e432,User Experience Design,Security,Core,Beginner,6.37,Diploma,40.03,54.25,2.4,Moodle,2024-05-25,2024-05-25
228f3d93fea7,Database Design,Cloud,Core,Beginner,4.75,None,63.06,92.04,2.75,Open edX,2024-05-11,2024-05-11
855ce1f3be9a,Introduction to Data Science,Education,Core,Advanced,10.01,Diploma,22.87,81.71,2.19,Chamilo,2023-05-18,2023-05-18
cf2f3a7ecb81,Advanced Python Programming,Computer Science,Core,Beginner,10.39,Certificate of Completion,47.6,87.35,5.41,Open edX,2023-06-27,2023-06-27
fb9aae98fc06,Web Development Bootcamp,Design,Seminar,Intermediate,5.57,None,20.99,56.62,1.13,Moodle,2023-03-10,2023-03-10
3800b315adae,Statistics for Research,Statistics,Core,Intermediate,10.35,Diploma,30.42,64.85,3.34,Totara,2024-08-13,2024-08-13
f946905f5154,Educational Psychology,Data Science,Elective,Beginner,8.42,None,54.43,70.83,3.89,Brightspace,2023-02-25,2023-02-25
489e41c37635,Cybersecurity Basics,Education,Certification,Intermediate,5.54,Certificate of Completion,60.37,97.97,3.08,Open edX,2025-08-11,2025-08-11
f3f679b557f7,Database Design,Design,Seminar,Intermediate,6.67,None,85.23,78.13,6.41,Sakai,2023-05-11,2023-05-11
2058f5fd8507,Cybersecurity Basics,Statistics,Core,Beginner,4.24,Certificate of Completion,65.29,99.38,2.75,Brightspace,2025-06-13,2025-06-13
387f51e6d5cb,Introduction to Data Science,Security,Certification,Beginner,2.06,Certificate of Completion,22.05,72.83,0.35,Blackboard,2024-07-02,2024-07-02
c6ae02e235cb,Project Management Essentials,Business,Elective,Advanced,6.74,Professional Certificate,24.25,88.15,1.52,Open edX,2023-02-11,2023-02-11
949345a9358a,Advanced Python Programming,Education,Workshop,Intermediate,3.48,Certificate of Completion,83.88,89.23,3.46,Brightspace,2024-05-26,2024-05-26
73d4c3cacbba,Project Management Essentials,Statistics,Core,Beginner,5.53,Professional Certificate,72.81,55.23,4.01,Brightspace,2025-11-25,2025-11-25
58eba60808f7,Instructional Design Principles,Data Science,Core,Intermediate,5.06,Certificate of Completion,28.83,79.12,1.36,Open edX,2024-06-05,2024-06-05
29471b8bce1e,Instructional Design Principles,Design,Workshop,Intermediate,12.29,Certificate of Completion,72.47,42.16,7.63,Totara,2024-02-03,2024-02-03
93a7c572bf35,User Experience Design,Security,Seminar,Intermediate,5.07,Certificate of Completion,74.14,68.82,3.37,Brightspace,2024-12-02,2024-12-02
ef6a1842bb47,Educational Psychology,Computer Science,Seminar,Intermediate,5.15,Certificate of Completion,31.9,83.22,1.78,Canvas,2023-01-18,2023-01-18
8eb97968dd78,Machine Learning Fundamentals,Statistics,Core,Intermediate,7.22,None,21.32,50.83,1.33,Blackboard,2024-08-24,2024-08-24
96dcfc0c973b,Instructional Design Principles,Education,Certification,Beginner,15.41,Certificate of Completion,24.64,100.0,3.84,Blackboard,2023-01-30,2023-01-30
de7e95b79cae,Cloud Computing Fundamentals,Computer Science,Elective,Expert,5.27,Certificate of Completion,55.23,100.0,3.75,Canvas,2023-03-17,2023-03-17
fcf30aadcac6,Cloud Computing Fundamentals,Security,Core,Beginner,5.12,Professional Certificate,65.11,87.96,2.57,Brightspace,2025-02-12,2025-02-12
77b299efd3f2,Cybersecurity Basics,Cloud,Certification,Beginner,2.51,None,79.18,83.35,1.4,Blackboard,2023-03-29,2023-03-29
6362796e4f0a,Introduction to Data Science,Cloud,Workshop,Intermediate,11.97,None,52.14,95.29,5.52,Open edX,2026-03-03,2026-03-03
d50003b78a11,Introduction to Data Science,Business,Elective,Beginner,10.18,Certificate of Completion,41.95,94.71,3.11,Canvas,2024-03-15,2024-03-15
3c2140b928b0,User Experience Design,Business,Certification,Intermediate,3.79,Certificate of Completion,65.7,93.7,2.89,Blackboard,2023-05-28,2023-05-28
828c682c37e0,Advanced Python Programming,Statistics,Workshop,Beginner,4.15,Professional Certificate,51.5,74.62,2.3,Brightspace,2023-03-16,2023-03-16
bef309306f9e,Advanced Python Programming,Design,Elective,Beginner,5.4,Professional Certificate,32.5,71.36,1.91,Moodle,2023-04-05,2023-04-05
5e68cb9dc677,User Experience Design,Cloud,Certification,Advanced,20.74,Certificate of Completion,37.37,77.66,8.81,Blackboard,2023-01-08,2023-01-08
562292942183,Statistics for Research,Data Science,Certification,Intermediate,7.45,None,34.89,97.74,2.77,Canvas,2024-11-19,2024-11-19
b7ef94f95ca5,Instructional Design Principles,Business,Core,Beginner,1.6,Certificate of Completion,88.81,92.8,1.34,Totara,2023-04-30,2023-04-30
e49d59aeed83,Database Design,Data Science,Core,Beginner,6.55,Diploma,22.94,76.27,1.62,Chamilo,2026-08-08,2026-08-08
7761bfd83176,Pedagogy in Digital Learning,Education,Core,Intermediate,8.17,None,17.32,56.21,1.73,Brightspace,2023-11-12,2023-11-12
b4882aa974e5,Database Design,Computer Science,Elective,Intermediate,10.43,Professional Certificate,49.16,53.06,5.74,Sakai,2023-05-06,2023-05-06
7421c0d5f9c6,Introduction to Data Science,Education,Core,Beginner,10.37,Certificate of Completion,58.51,74.82,6.81,Blackboard,2025-02-08,2025-02-08
0af6cf5fcae5,Cybersecurity Basics,Computer Science,Core,Beginner,4.11,None,50.5,81.85,1.97,Chamilo,2024-06-19,2024-06-19
fe3f1447d571,Statistics for Research,Cloud,Elective,Intermediate,4.37,Badge,57.88,51.05,2.84,Moodle,2023-04-19,2023-04-19
a0ccccf4ada1,Instructional Design Principles,Design,Core,Intermediate,6.03,Certificate of Completion,14.87,57.97,0.96,Canvas,2023-08-03,2023-08-03
b71cfe5a9410,Instructional Design Principles,Data Science,Core,Beginner,2.99,Certificate of Completion,31.06,66.9,0.74,Blackboard,2024-04-23,2024-04-23
a2a1e0663083,Web Development Bootcamp,Cloud,Core,Intermediate,2.63,Certificate of Completion,44.24,62.18,1.4,Totara,2024-01-28,2024-01-28
98804c7c5518,Cybersecurity Basics,Cloud,Workshop,Intermediate,5.08,Certificate of Completion,97.9,95.11,5.54,Sakai,2026-05-31,2026-05-31
771acebbe7ad,Machine Learning Fundamentals,Data Science,Elective,Intermediate,7.53,Professional Certificate,46.0,71.28,3.49,Moodle,2023-12-27,2023-12-27
1e14339c52d7,Cloud Computing Fundamentals,Security,Core,Beginner,5.41,Certificate of Completion,48.61,57.29,2.27,Blackboard,2023-05-06,2023-05-06
a8ca8dc8addd,User Experience Design,Business,Workshop,Beginner,6.23,Diploma,19.31,100.0,1.32,Canvas,2023-01-07,2023-01-07
34be9b91090f,Statistics for Research,Cloud,Core,Advanced,2.84,Certificate of Completion,13.58,68.72,0.31,Blackboard,2023-04-08,2023-04-08
1c87c86af939,Introduction to Data Science,Security,Core,Beginner,4.07,Diploma,58.88,85.18,3.09,Brightspace,2024-12-28,2024-12-28
fca44146e569,Cybersecurity Basics,Statistics,Workshop,Beginner,6.45,None,31.77,44.91,1.88,Chamilo,2023-05-05,2023-05-05
076a85f4d7bb,Statistics for Research,Business,Certification,Beginner,8.26,None,38.89,63.62,3.12,Moodle,2023-01-01,2023-01-01
92623ec592d2,Machine Learning Fundamentals,Business,Elective,Beginner,3.85,None,52.3,49.16,2.32,Open edX,2023-02-12,2023-02-12
1694e0a52db1,Instructional Design Principles,Statistics,Certification,Beginner,12.21,Certificate of Completion,53.99,37.41,6.59,Brightspace,2023-01-13,2023-01-13
3d474b1aba51,Cloud Computing Fundamentals,Education,Certification,Intermediate,5.86,Professional Certificate,46.99,67.34,2.79,Canvas,2024-07-31,2024-07-31
ba6677fd7fce,Cloud Computing Fundamentals,Data Science,Core,Intermediate,7.26,Certificate of Completion,65.81,70.29,3.89,Moodle,2024-12-21,2024-12-21
eac28f5d0ea3,Advanced Python Programming,Data Science,Elective,Intermediate,1.03,Badge,57.59,76.86,0.75,Canvas,2025-02-26,2025-02-26
ebbe39803bb2,Web Development Bootcamp,Cloud,Core,Advanced,3.65,Badge,85.77,45.65,3.93,Blackboard,2023-07-16,2023-07-16
2d4fb1da49b7,Cloud Computing Fundamentals,Design,Core,Beginner,19.6,None,49.97,69.95,11.54,Canvas,2023-01-21,2023-01-21
b05a36248497,Pedagogy in Digital Learning,Security,Certification,Intermediate,2.14,None,47.18,98.21,0.73,Chamilo,2023-03-13,2023-03-13
167dbc3e0f7a,Project Management Essentials,Security,Core,Intermediate,4.49,None,67.12,64.98,2.23,Totara,2023-09-28,2023-09-28
c8a126c2f79e,User Experience Design,Business,Core,Advanced,2.39,Certificate of Completion,68.31,91.7,2.07,Canvas,2023-01-24,2023-01-24
c4746b9053fa,Project Management Essentials,Education,Core,Beginner,3.13,Diploma,14.74,100.0,0.36,Canvas,2023-01-17,2023-01-17
dc61acd689a7,Web Development Bootcamp,Data Science,Seminar,Beginner,2.79,Certificate of Completion,40.79,52.22,1.16,Moodle,2023-07-11,2023-07-11
dab6e74c2308,Advanced Python Programming,Computer Science,Core,Expert,3.51,None,49.66,68.26,1.31,Open edX,2024-01-29,2024-01-29
09b19501e7ac,Project Management Essentials,Cloud,Core,Intermediate,10.96,Certificate of Completion,57.79,80.05,4.74,Canvas,2023-04-02,2023-04-02
4710488d22bb,Machine Learning Fundamentals,Statistics,Elective,Beginner,4.47,None,50.0,95.03,1.88,Open edX,2027-03-05,2027-03-05
9c185baaa148,Statistics for Research,Design,Core,Advanced,18.81,Certificate of Completion,63.12,81.16,9.39,Blackboard,2024-06-22,2024-06-22
9a9aeb295289,Statistics for Research,Cloud,Certification,Intermediate,6.25,Diploma,91.09,57.82,5.39,Moodle,2023-03-18,2023-03-18
19588f732cf4,Cloud Computing Fundamentals,Security,Elective,Intermediate,11.29,Certificate of Completion,16.87,48.87,2.41,Canvas,2024-11-01,2024-11-01
2a89308a76b0,Project Management Essentials,Education,Elective,Advanced,2.61,None,72.15,75.62,1.34,Totara,2024-05-17,2024-05-17
55dcd3998231,Database Design,Design,Elective,Beginner,6.46,None,31.27,64.12,2.15,Moodle,2023-01-15,2023-01-15
69f322119de8,Advanced Python Programming,Education,Core,Advanced,5.34,Certificate of Completion,55.32,88.96,3.67,Brightspace,2024-04-24,2024-04-24
86bbe769d850,Project Management Essentials,Business,Core,Beginner,12.62,None,63.33,81.43,8.35,Chamilo,2023-01-16,2023-01-16
8ba108082a79,Machine Learning Fundamentals,Education,Core,Beginner,2.77,None,59.44,79.91,1.54,Chamilo,2024-03-06,2024-03-06
45f76a526d9e,Statistics for Research,Security,Workshop,Intermediate,5.11,None,49.36,65.48,1.86,Open edX,2023-12-08,2023-12-08
870f6659bcca,Statistics for Research,Design,Workshop,Intermediate,2.97,None,71.18,59.13,1.67,Brightspace,2023-10-20,2023-10-20
6d66a838a642,Introduction to Data Science,Statistics,Certification,Advanced,1.6,None,36.06,73.6,0.69,Blackboard,2025-04-23,2025-04-23
7086ab362374,Statistics for Research,Security,Certification,Advanced,16.61,Professional Certificate,4.45,,0.75,Canvas,2023-02-20,2023-02-20
1e7205375f20,Web Development Bootcamp,Education,Seminar,Advanced,3.54,Certificate of Completion,57.91,99.1,1.56,Moodle,2023-11-19,2023-11-19
f0440b4574fa,User Experience Design,Computer Science,Certification,Advanced,1.82,Certificate of Completion,44.74,44.1,0.83,Brightspace,2023-03-12,2023-03-12
d60a8239bbb1,Database Design,Design,Seminar,Expert,15.04,Badge,8.07,,1.51,Blackboard,2024-06-20,2024-06-20
